卷號,上,右,左,下,
100007105821_#2.jpg _P4,1466,2145.00839159198,2144.00373134004,1464.00034153001,
100007115816_#2.jpg _P4,1466.00136425585,2145.01888103578,2145.00582749791,1462.00136798842,
100007125811_#2.jpg _P4,1466,2147.01886344764,2144.00373134004,1461.00308007889,
100007135806_#2.jpg _P4,1465,2146.00838768165,2144.00373134004,1463.00136705336,
100007145801_#2.jpg _P4,1466,2145.01142188101,2145.00209790107,1462,
100007155893_#2.jpg _P4,1465,2145.00582749791,2145.00209790107,1463,
100007165888_#2.jpg _P4,1467.00136332588,2145.01888103578,2143.00583293653,1463.00546820578,
100007175883_#2.jpg _P4,1466,2144.00839550595,2144.00209887957,1463,
100007185878_#2.jpg _P4,1466.00034106408,2145.01888103578,2145.00372960049,1461.00034223131,
100007195873_#2.jpg _P4,1465.00034129689,2145.01142188101,2145.00209790107,1461.00034223131,
100007205814_#2.jpg _P4,1466.00136425585,2144.01142720835,2145.00209790107,1462.00034199722,
100007215809_#2.jpg _P4,1464.00034153001,2144.00583021595,2144.00373134004,1463.00034176346,
100007225804_#2.jpg _P4,1466,2145.00839159198,2144.00209887957,1463.00034176346,
100007235896_#2.jpg _P4,1465.00136518708,2145.01888103578,2144.00839550595,1462.00307797214,
100007245891_#2.jpg _P4,1466.00136425585,2145.01888103578,2145.00209790107,1460.00136986237,
100007255886_#2.jpg _P4,1465.00034129689,2144.00373134004,2145.00209790107,1464,
100007265881_#2.jpg _P4,1465.00034129689,2145.01142188101,2145.00372960049,1462.00034199722,
100007275876_#2.jpg _P4,1467.00136332588,2144.01492532118,2145.00209790107,1462.00034199722,
100007285871_#2.jpg _P4,1467.00136332588,2144.01888984216,2145.00209790107,1461.00034223131,
100007295866_#2.jpg _P4,1466.00034106408,2145.00839159198,2145.00209790107,1463.00034176346,
100007305807_#2.jpg _P4,1465.00136518708,2144.00839550595,2144.00373134004,1463.00136705336,
100007315802_#2.jpg _P4,1465,2146.00838768165,2144.00373134004,1463.00136705336,
100007325894_#2.jpg _P4,1466.00034106408,2144.00839550595,2145.00093240073,1462,
100007335889_#2.jpg _P4,1465,2145.00839159198,2144.00209887957,1462.00034199722,
100007345884_#2.jpg _P4,1465.00034129689,2145.00839159198,2145.00372960049,1463.00034176346,
100007355879_#2.jpg _P4,1466.00034106408,2146.00838768165,2144.00093283562,1462.00034199722,
100007365874_#2.jpg _P4,1467,2145.00839159198,2145.00093240073,1463,
100008015812_#2.jpg _P4,1467.00034083159,2146.01141655864,2144.00373134004,1464.00307376727,
100008025807_#2.jpg _P4,1467,2145.00839159198,2144.00093283562,1463.00034176346,
100008035802_#2.jpg _P4,1466,2146.00838768165,2146.00209692349,1463,
100008045894_#2.jpg _P4,1466.00034106408,2145.00839159198,2146.00209692349,1463,
100008055889_#2.jpg _P4,1467.00034083159,2146.01887223761,2143.00373308121,1462.00547194598,
100008065884_#2.jpg _P4,1466.00034106408,2146.01491141138,2146.00209692349,1461.00034223131,
100008075879_#2.jpg _P4,1466.00034106408,2146.01141655864,2145.00372960049,1463.00136705336,
100008085874_#2.jpg _P4,1467.00034083159,2146.01491141138,2146.00372786256,1463.00034176346,
100008095869_#2.jpg _P4,1466,2146.01141655864,2145.00209790107,1462.00034199722,
100008105810_#2.jpg _P4,1466.00034106408,2146.01141655864,2145.00372960049,1463.00136705336,
100008115805_#2.jpg _P4,1466,2146.0058247824,2146.00093196625,1463,
100008125897_#2.jpg _P4,1465,2146.00372786256,2145.00372960049,1465.00034129689,
100008135892_#2.jpg _P4,1465,2145.00582749791,2145.00209790107,1463,
100008145887_#2.jpg _P4,1466.00034106408,2146.01141655864,2146.00093196625,1461.00034223131,
100008155882_#2.jpg _P4,1465,2146.0058247824,2145.00209790107,1463.00034176346,
100008165877_#2.jpg _P4,1466.00034106408,2147.0149044662,2146.00372786256,1462.00136798842,
100008175872_#2.jpg _P4,1465.00034129689,2146.00838768165,2145.00372960049,1463.00136705336,
100008185867_#2.jpg _P4,1465.00034129689,2146.00838768165,2146.0058247824,1464.00034153001,
100008195862_#2.jpg _P4,1467.00034083159,2146.01887223761,2145.00372960049,1462.00136798842,
100008205803_#2.jpg _P4,1465.00034129689,2146.00838768165,2145.00372960049,1463.00136705336,
100008215895_#2.jpg _P4,1467,2146.01491141138,2145.00093240073,1461.00034223131,
100008225890_#2.jpg _P4,1467.00034083159,2146.01491141138,2146.00372786256,1463.00034176346,
100008235885_#2.jpg _P4,1467.00136332588,2145.01491836304,2145.00209790107,1462.00136798842,
100008245880_#2.jpg _P4,1467.00034083159,2146.01887223761,2145.00372960049,1462.00136798842,
100008255875_#2.jpg _P4,1467.00034083159,2145.00839159198,2145.00093240073,1463.00034176346,
100008265870_#2.jpg _P4,1466,2146.01141655864,2146.00209692349,1462,
100008275865_#2.jpg _P4,1466,2146.01141655864,2145.00209790107,1462.00034199722,
100008285860_#2.jpg _P4,1467.00034083159,2146.01491141138,2145.00209790107,1462.00136798842,
100008295855_#2.jpg _P4,1467,2146.00838768165,2146.00093196625,1463,
100008305893_#2.jpg _P4,1466,2147.01141124122,2146.00372786256,1463.00034176346,
100008315888_#2.jpg _P4,1467.00034083159,2146.0058247824,2145.00093240073,1464,
