卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y,
100010094843_#2.jpg _P4,1699,104,3160,107,1695,2249,3153,2251,
100010104881_#2.jpg _P4,1698,104,3160,107,1694,2249,3151,2252,
100010114876_#2.jpg _P4,1699,105,3161,107,1696,2251,3154,2252,
100010124871_#2.jpg _P4,1700,105,3161,108,1696,2251,3153,2253,
100010134866_#2.jpg _P4,1699,105,3159,108,1695,2252,3152,2253,
100010144861_#2.jpg _P4,1697,104,3158,108,1692,2250,3149,2252,
100010154856_#2.jpg _P4,1699,104,3161,108,1695,2250,3153,2252,
100010164851_#2.jpg _P4,1700,103,3162,106,1697,2250,3155,2251,
100010174846_#2.jpg _P4,1698,104,3160,107,1695,2250,3152,2251,
100010184841_#2.jpg _P4,1698,104,3160,107,1695,2250,3152,2252,
100010194836_#2.jpg _P4,1700,105,3162,109,1697,2252,3154,2253,
100010204874_#2.jpg _P4,1697,103,3158,106,1693,2249,3151,2251,
100010214869_#2.jpg _P4,1698,103,3160,106,1695,2249,3151,2250,
100010224864_#2.jpg _P4,1698,104,3159,108,1694,2250,3150,2253,
100010234859_#2.jpg _P4,1699,105,3161,107,1695,2251,3153,2253,
100010244854_#2.jpg _P4,1700,105,3161,107,1697,2251,3155,2252,
100010254849_#2.jpg _P4,1699,105,3160,108,1695,2250,3153,2253,
100010264844_#2.jpg _P4,1700,105,3162,107,1698,2251,3155,2252,
100010274839_#2.jpg _P4,1701,106,3162,110,1695,2252,3152,2255,
100010284834_#2.jpg _P4,1699,106,3160,110,1692,2251,3150,2254,
100010294829_#2.jpg _P4,1699,106,3160,109,1693,2251,3151,2254,
100010304867_#2.jpg _P4,1698,106,3160,110,1694,2252,3151,2254,
100010314862_#2.jpg _P4,1699,104,3159,107,1696,2250,3153,2252,
100010324857_#2.jpg _P4,1700,103,3160,106,1694,2250,3151,2252,
100010334852_#2.jpg _P4,1700,104,3161,106,1696,2250,3152,2252,
100010344847_#2.jpg _P4,1699,103,3160,107,1694,2249,3150,2252,
100010354842_#2.jpg _P4,1702,103,3163,106,1698,2250,3153,2252,
100010364837_#2.jpg _P4,1700,103,3162,106,1696,2249,3153,2251,
100011014872_#2.jpg _P4,1701,105,3162,107,1697,2251,3156,2251,
100011024867_#2.jpg _P4,1701,105,3163,111,1693,2252,3151,2255,
100011034862_#2.jpg _P4,1701,104,3163,108,1697,2251,3155,2252,
100011044857_#2.jpg _P4,1700,105,3161,108,1696,2251,3154,2252,
100011054852_#2.jpg _P4,1699,104,3160,108,1694,2250,3151,2253,
