卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y
2106_#1.jpg _P1,119,86,1537,85,120,2252,1536,2252
2107_#1.jpg _P1,118,86,1536,85,120,2253,1536,2251
2108_#1.jpg _P1,119,87,1538,89,118,2253,1535,2254
2109_#1.jpg _P1,117,86,1535,86,119,2253,1535,2252
2110_#1.jpg _P1,118,80,1535,81,119,2247,1534,2247
2111_#1.jpg _P1,117,76,1534,76,117,2243,1533,2243
2112_#1.jpg _P1,118,85,1537,86,120,2253,1535,2252
2113_#1.jpg _P1,118,84,1536,84,119,2250,1534,2250
2114_#1.jpg _P1,117,87,1536,87,119,2253,1535,2254
2115_#1.jpg _P1,118,84,1536,84,119,2251,1535,2250
2116_#1.jpg _P1,118,85,1536,86,118,2252,1534,2252
2117_#1.jpg _P1,119,85,1536,85,120,2253,1536,2252
2118_#1.jpg _P1,119,80,1537,81,119,2246,1535,2247
2119_#1.jpg _P1,118,86,1536,86,119,2253,1535,2253
2120_#1.jpg _P1,118,86,1536,86,120,2253,1536,2252
2121_#1.jpg _P1,118,80,1536,80,121,2247,1537,2245
2122_#1.jpg _P1,119,87,1536,88,119,2253,1535,2254
2123_#1.jpg _P1,117,87,1535,86,120,2253,1536,2252
2124_#1.jpg _P1,118,77,1535,78,118,2244,1534,2244
2125_#1.jpg _P1,118,86,1535,85,119,2253,1535,2252
2126_#1.jpg _P1,118,87,1535,86,119,2254,1535,2253
2127_#1.jpg _P1,118,87,1536,85,122,2253,1538,2251
2128_#1.jpg _P1,118,87,1535,87,118,2253,1533,2253
2129_#1.jpg _P1,118,89,1537,88,121,2257,1538,2255
2130_#1.jpg _P1,118,86,1535,86,119,2251,1534,2252
2131_#1.jpg _P1,118,86,1535,85,121,2254,1537,2252
2132_#1.jpg _P1,118,87,1535,87,119,2253,1534,2253
2133_#1.jpg _P1,118,86,1535,85,119,2252,1535,2251
2134_#1.jpg _P1,118,86,1536,85,121,2251,1538,2251
2135_#1.jpg _P1,118,87,1537,86,120,2257,1538,2256
2136_#1.jpg _P1,119,85,1539,85,121,2254,1538,2255
2137_#1.jpg _P1,118,88,1538,87,121,2257,1539,2256
2138_#1.jpg _P1,118,84,1538,83,121,2254,1538,2253
2139_#1.jpg _P1,119,86,1539,85,122,2255,1540,2254
2140_#1.jpg _P1,118,86,1536,86,120,2255,1538,2254
2141_#1.jpg _P1,118,87,1537,87,119,2256,1538,2256
2142_#1.jpg _P1,118,87,1538,86,120,2256,1538,2255
2143_#1.jpg _P1,119,87,1539,87,121,2257,1538,2256
2144_#1.jpg _P1,118,85,1539,83,121,2255,1539,2253
2145_#1.jpg _P1,118,88,1537,86,122,2256,1541,2256
2146_#1.jpg _P1,118,86,1538,87,119,2255,1537,2255
2147_#1.jpg _P1,119,86,1538,86,120,2255,1538,2255
2148_#1.jpg _P1,118,87,1537,86,121,2257,1539,2255
2149_#1.jpg _P1,118,86,1538,86,119,2256,1537,2257
2150_#1.jpg _P1,118,87,1537,88,119,2256,1536,2257
2151_#1.jpg _P1,119,87,1538,87,121,2256,1539,2256
2152_#1.jpg _P1,119,87,1539,87,121,2256,1538,2255
2153_#1.jpg _P1,118,87,1538,86,120,2256,1537,2255
2154_#1.jpg _P1,118,86,1538,85,121,2255,1539,2254
2155_#1.jpg _P1,118,87,1538,85,122,2255,1539,2254
2156_#1.jpg _P1,119,86,1539,85,123,2255,1541,2254
2157_#1.jpg _P1,118,86,1538,86,120,2256,1538,2255
2158_#1.jpg _P1,118,86,1538,84,122,2255,1540,2253
2159_#1.jpg _P1,118,85,1539,86,118,2254,1535,2256
2160_#1.jpg _P1,118,87,1538,86,123,2256,1540,2255
2161_#1.jpg _P1,119,86,1539,86,120,2255,1537,2255
2162_#1.jpg _P1,118,86,1538,85,121,2255,1539,2254
2163_#1.jpg _P1,118,87,1537,86,120,2256,1538,2255
2164_#1.jpg _P1,119,80,1539,78,123,2249,1540,2247
2165_#1.jpg _P1,119,86,1538,85,122,2255,1540,2255
2166_#1.jpg _P1,120,87,1548,87,119,2258,1547,2257
2167_#1.jpg _P1,119,86,1547,84,122,2257,1549,2254
2168_#1.jpg _P1,119,87,1548,85,121,2258,1548,2256
2169_#1.jpg _P1,120,85,1547,85,119,2258,1546,2255
2170_#1.jpg _P1,119,86,1547,86,118,2257,1545,2257
2171_#1.jpg _P1,120,87,1548,85,122,2258,1549,2254
2172_#1.jpg _P1,120,81,1549,81,119,2252,1547,2251
2173_#1.jpg _P1,118,86,1547,86,119,2258,1546,2256
2174_#1.jpg _P1,122,82,1550,83,119,2253,1547,2252
2175_#1.jpg _P1,121,85,1549,86,119,2256,1546,2255
2176_#1.jpg _P1,120,87,1549,86,122,2258,1549,2255
2177_#1.jpg _P1,119,87,1548,86,121,2259,1549,2256
2178_#1.jpg _P1,122,85,1551,86,119,2256,1546,2256
2179_#1.jpg _P1,120,80,1549,79,121,2251,1548,2249
2180_#1.jpg _P1,119,87,1548,87,120,2259,1547,2258
2181_#1.jpg _P1,120,85,1548,85,121,2257,1548,2255
2182_#1.jpg _P1,119,85,1547,85,120,2257,1547,2255
2183_#1.jpg _P1,119,87,1548,84,123,2258,1550,2254
2184_#1.jpg _P1,119,86,1548,86,120,2258,1547,2255
2185_#1.jpg _P1,119,88,1548,87,121,2260,1549,2257
2186_#1.jpg _P1,120,89,1548,86,124,2261,1552,2256
2187_#1.jpg _P1,118,87,1547,86,119,2258,1547,2256
2188_#1.jpg _P1,120,87,1548,86,121,2258,1548,2256
2189_#1.jpg _P1,118,87,1548,85,123,2259,1551,2255
2190_#1.jpg _P1,119,87,1547,86,120,2258,1547,2256
2191_#1.jpg _P1,118,77,1547,75,120,2247,1547,2245
2192_#1.jpg _P1,119,81,1548,79,121,2252,1548,2249
2193_#1.jpg _P1,118,80,1546,79,119,2251,1545,2249
2194_#1.jpg _P1,119,82,1546,82,119,2254,1546,2252
2195_#1.jpg _P1,119,80,1548,77,124,2252,1552,2246
2196_#1.jpg _P1,119,88,1547,87,120,2260,1548,2257
2197_#1.jpg _P1,118,86,1546,85,119,2258,1546,2255
2198_#1.jpg _P1,119,86,1547,83,120,2256,1547,2253
2199_#1.jpg _P1,120,88,1548,88,120,2259,1547,2258
2200_#1.jpg _P1,118,88,1547,86,122,2259,1550,2256
2201_#1.jpg _P1,119,88,1548,86,121,2259,1548,2257
,121.2037642,84.81862168,1545.908797,85.79083837,119.2928904,2253.877828,1543.359836,2253.997938
